,hit,contig,score
GB_GCA_012972825.1,JABDHL010000026.1_128_A,JABDHL010000026.1_128,0
GB_GCA_013334435.1,JAAXXP010000007.1_42_A,JAAXXP010000007.1_42,0
GB_GCA_015061115.1,SUXE01000001.1_252_A,SUXE01000001.1_252,0
GB_GCA_015654535.1,JAATGU010000114.1_25_A,JAATGU010000114.1_25,0
GB_GCA_015655365.1,JAATFE010000358.1_9_A,JAATFE010000358.1_9,0
GB_GCA_016278505.1,JADQBQ010000019.1_107_A,JADQBQ010000019.1_107,0
GB_GCA_016342325.1,JAEINR010000051.1_38_B,JAEINR010000051.1_38,0
GB_GCA_016936495.1,JAFGXT010000334.1_8_A,JAFGXT010000334.1_8,0
GB_GCA_017484095.1,JAFUTU010000042.1_34_A,JAFUTU010000042.1_34,0
GB_GCA_017645785.1,JAGCNW010000006.1_53_A,JAGCNW010000006.1_53,0
GB_GCA_017889635.1,JAGGAC010000012.1_13_A,JAGGAC010000012.1_13,0
GB_GCA_018262235.1,JAGTRY010000045.1_36_A,JAGTRY010000045.1_36,0
GB_GCA_019313105.1,JAFDBW010000321.1_13_A,JAFDBW010000321.1_13,0
GB_GCA_021202335.1,JAJQDE010000041.1_87_A,JAJQDE010000041.1_87,0
GB_GCA_021782545.1,JAJXUW010000080.1_4_A,JAJXUW010000080.1_4,0
GB_GCA_022360435.1,JAKSCU010000109.1_33_A,JAKSCU010000109.1_33,0
GB_GCA_023386445.1,JAEWJR010000083.1_11_A,JAEWJR010000083.1_11,0
GB_GCA_023391105.1,JAEWBO010000037.1_13_A,JAEWBO010000037.1_13,0
GB_GCA_023393125.1,JAEWMQ010000078.1_22_A,JAEWMQ010000078.1_22,0
GB_GCA_023398615.1,JAEWSD010000210.1_13_A,JAEWSD010000210.1_13,0
GB_GCA_023402845.1,JAEYFP010000045.1_195_A,JAEYFP010000045.1_195,0
GB_GCA_023409265.1,JAEYHZ010000008.1_8_A,JAEYHZ010000008.1_8,0
GB_GCA_023411575.1,JAEYOP010000030.1_242_A,JAEYOP010000030.1_242,0
GB_GCA_023415475.1,JAEZKL010000174.1_54_A,JAEZKL010000174.1_54,0
GB_GCA_023419375.1,JAEZYD010000022.1_131_A,JAEZYD010000022.1_131,0
GB_GCA_023426245.1,JAFABB010000050.1_38_A,JAFABB010000050.1_38,0
GB_GCA_023433945.1,JAEYTP010000102.1_2_C,JAEYTP010000102.1_2,0
GB_GCA_023439505.1,JAEXNR010000001.1_6_A,JAEXNR010000001.1_6,0
GB_GCA_023461435.1,JAEYLC010000010.1_334_A,JAEYLC010000010.1_334,0
GB_GCA_026002715.1,BOCC01000074.1_8_A,BOCC01000074.1_8,0
GB_GCA_028683595.1,JAQUHM010000027.1_12_A,JAQUHM010000027.1_12,0
GB_GCA_029265905.1,JAJUGR010000018.1_42_A,JAJUGR010000018.1_42,0
GB_GCA_030154225.1,JASKKI010000005.1_51_A,JASKKI010000005.1_51,0
GB_GCA_031257535.1,JAIROO010000093.1_21_A,JAIROO010000093.1_21,0
GB_GCA_031261585.1,JAISJJ010000053.1_8_A,JAISJJ010000053.1_8,0
GB_GCA_031270275.1,JAISXZ010000004.1_16_A,JAISXZ010000004.1_16,0
GB_GCA_031272405.1,JAISTW010000046.1_41_A,JAISTW010000046.1_41,0
GB_GCA_031273905.1,JAISQZ010000141.1_6_A,JAISQZ010000141.1_6,0
GB_GCA_031276485.1,JAISMY010000033.1_16_A,JAISMY010000033.1_16,0
GB_GCA_031277995.1,JAITLH010000065.1_6_A,JAITLH010000065.1_6,0
GB_GCA_031280275.1,JAITGX010000044.1_8_A,JAITGX010000044.1_8,0
GB_GCA_031282085.1,JAITEK010000009.1_11_A,JAITEK010000009.1_11,0
GB_GCA_031288535.1,JAITRF010000106.1_1_A,JAITRF010000106.1_1,0
GB_GCA_031289755.1,JAITOU010000035.1_10_A,JAITOU010000035.1_10,0
GB_GCA_031291035.1,JAISLI010000038.1_30_A,JAISLI010000038.1_30,0
GB_GCA_031548405.1,JAVBRC010000143.1_15_A,JAVBRC010000143.1_15,0
GB_GCA_034927755.1,JAYFPN010000006.1_673_A,JAYFPN010000006.1_673,0
GB_GCA_035538795.1,DATLJS010000017.1_35_A,DATLJS010000017.1_35,0
GB_GCA_035686205.1,DASRZQ010000174.1_4_A,DASRZQ010000174.1_4,0
GB_GCA_036677685.1,JAVBWA010000020.1_25_A,JAVBWA010000020.1_25,0
GB_GCA_037440605.1,JBBITU010000017.1_25_A,JBBITU010000017.1_25,0
GB_GCA_039804805.1,JBDLVO010000366.1_4_A,JBDLVO010000366.1_4,0
GB_GCA_040754595.1,JBFMCH010000096.1_76_A,JBFMCH010000096.1_76,0
GB_GCA_041223105.1,JBCLPO010000003.1_211_A,JBCLPO010000003.1_211,0
GB_GCA_041741355.1,JBGSKE010000304.1_2_A,JBGSKE010000304.1_2,0
GB_GCA_046290845.1,JBKBUA010000009.1_27_A,JBKBUA010000009.1_27,0
GB_GCA_047178765.1,JBCQTG010000118.1_3_A,JBCQTG010000118.1_3,0
GB_GCA_047605645.1,JASGFJ010000031.1_21_A,JASGFJ010000031.1_21,0
GB_GCA_047975025.1,JBKECY010000035.1_33_A,JBKECY010000035.1_33,0
GB_GCA_049325075.1,JBMOPF010000098.1_11_A,JBMOPF010000098.1_11,0
GB_GCA_050031985.1,JBNAIG010000019.1_99_B,JBNAIG010000019.1_99,0
GB_GCA_050253535.1,JBFWIW010000039.1_10_A,JBFWIW010000039.1_10,0
GB_GCA_052146555.1,JBKQMU010000042.1_8_A,JBKQMU010000042.1_8,0
GB_GCA_900542835.1,UQPB01000008.1_15_A,UQPB01000008.1_15,0
GB_GCA_902782665.1,CACZOA010000061.1_10_A,CACZOA010000061.1_10,0
GB_GCA_903851385.1,CAINOC010000046.1_4_A,CAINOC010000046.1_4,0
GB_GCA_905235955.1,CAJONN010000043.1_10_B,CAJONN010000043.1_10,0
GB_GCA_937900485.1,CALCEL010000102.1_50_A,CALCEL010000102.1_50,0
GB_GCA_946407015.1,CAMJML010000010.1_86_A,CAMJML010000010.1_86,0
GB_GCA_947085825.1,CAMTXX010000005.1_24_A,CAMTXX010000005.1_24,0
GB_GCA_947307175.1,CAMZIK010000001.1_32_A,CAMZIK010000001.1_32,0
GB_GCA_963517115.1,CAUQEW010000020.1_36_A,CAUQEW010000020.1_36,0
GB_GCA_963662365.2,CAXXPA010000021.1_19_A,CAXXPA010000021.1_19,0
GB_GCA_963665495.1,OY762289.1_2882_A,OY762289.1_2882,0
GB_GCA_963675365.2,CAXXVA010000003.1_438_A,CAXXVA010000003.1_438,0
GB_GCA_963676855.1,OY781460.1_458_A,OY781460.1_458,0
GB_GCA_963678055.1,OY782679.1_1703_A,OY782679.1_1703,0
GB_GCA_963755075.1,CAVWKL010000144.1_11_A,CAVWKL010000144.1_11,0
GB_GCA_963796345.1,CAWCLI010000008.1_201_A,CAWCLI010000008.1_201,0
GB_GCA_964385235.1,CAYLOD010000020.1_5_A,CAYLOD010000020.1_5,0
GB_GCA_964414745.1,CAYPXB010000005.1_8_A,CAYPXB010000005.1_8,0
GB_GCA_964434465.1,CAYSWG010000095.1_4_A,CAYSWG010000095.1_4,0
GB_GCA_964466295.1,CAYXRC010000005.1_14_A,CAYXRC010000005.1_14,0
GB_GCA_964513965.1,CAZEOO010000001.1_318_A,CAZEOO010000001.1_318,0
GB_GCA_964542535.1,CAZIUE010000005.1_170_A,CAZIUE010000005.1_170,0
GB_GCA_964576485.1,CAZNWF010000004.1_40_A,CAZNWF010000004.1_40,0
GB_GCA_964612995.1,CAZTGE010000044.1_5_A,CAZTGE010000044.1_5,0
GB_GCA_964643075.1,CAZXQO010000017.1_26_A,CAZXQO010000017.1_26,0
GB_GCA_965543975.1,CBEULQ010000019.1_3_A,CBEULQ010000019.1_3,0
RS_GCF_000021865.1,NC_014034.1_585_A,NC_014034.1_585,0
RS_GCF_000178115.2,NC_014828.1_2309_A,NC_014828.1_2309,0
RS_GCF_000218875.1,NC_015709.1_960_A,NC_015709.1_960,0
RS_GCF_000247605.1,NC_016894.1_701_A,NC_016894.1_701,0
RS_GCF_000294655.1,NZ_CAHP01000020.1_248_A,NZ_CAHP01000020.1_248,0
RS_GCF_000350485.1,NZ_AORV01000038.1_31_A,NZ_AORV01000038.1_31,0
RS_GCF_000389635.1,NC_021182.1_4028_A,NC_021182.1_4028,0
RS_GCF_000445445.2,NZ_CP146301.1_4602_A,NZ_CP146301.1_4602,0
RS_GCF_000526995.1,NZ_AZUI01000001.1_5331_A,NZ_AZUI01000001.1_5331,0
RS_GCF_000636015.1,NZ_JFZJ01000001.1_74_A,NZ_JFZJ01000001.1_74,0
RS_GCF_000756615.1,NZ_CP009288.1_3307_A,NZ_CP009288.1_3307,0
RS_GCF_000993825.1,NZ_CP011114.1_2605_A,NZ_CP011114.1_2605,0
RS_GCF_001402875.1,NZ_CP012946.1_2852_A,NZ_CP012946.1_2852,0
RS_GCF_001730225.1,NZ_MIJE01000032.1_116_A,NZ_MIJE01000032.1_116,0
RS_GCF_002005145.1,NZ_CP019698.1_1956_A,NZ_CP019698.1_1956,0
RS_GCF_002237645.1,NZ_MJUZ01000014.1_18_A,NZ_MJUZ01000014.1_18,0
RS_GCF_002834385.1,NZ_PITQ01000001.1_498_A,NZ_PITQ01000001.1_498,0
RS_GCF_003031265.1,NZ_CP019966.1_1408_A,NZ_CP019966.1_1408,0
RS_GCF_003315515.1,NZ_QNRY01000002.1_38_A,NZ_QNRY01000002.1_38,0
RS_GCF_003966895.1,NZ_AP018449.1_2676_A,NZ_AP018449.1_2676,0
RS_GCF_004369225.1,NZ_QFFZ01000025.1_48_A,NZ_QFFZ01000025.1_48,0
RS_GCF_007005445.1,NZ_CP041387.1_1497_A,NZ_CP041387.1_1497,0
RS_GCF_008086595.1,NZ_RXYA01000010.1_14_A,NZ_RXYA01000010.1_14,0
RS_GCF_009617575.1,NZ_WIXJ01000009.1_26_A,NZ_WIXJ01000009.1_26,0
RS_GCF_011758645.1,NZ_JAAMOZ010000001.1_1826_B,NZ_JAAMOZ010000001.1_1826,0
RS_GCF_014197755.1,NZ_JACIGE010000001.1_52_A,NZ_JACIGE010000001.1_52,0
RS_GCF_015239775.1,NZ_CP058409.1_496_A,NZ_CP058409.1_496,0
RS_GCF_016865525.2,NZ_CP075169.1_91_A,NZ_CP075169.1_91,0
RS_GCF_018449575.1,NZ_JAAVUT010000006.1_104_A,NZ_JAAVUT010000006.1_104,0
RS_GCF_018918265.1,NZ_JAHLQC010000005.1_39_A,NZ_JAHLQC010000005.1_39,0
RS_GCF_019972295.1,NZ_BLJA01000001.1_283_A,NZ_BLJA01000001.1_283,0
RS_GCF_021209385.1,NZ_JAJOIL010000007.1_10_A,NZ_JAJOIL010000007.1_10,0
RS_GCF_022558445.1,NZ_CP054699.1_2242_A,NZ_CP054699.1_2242,0
RS_GCF_026646375.1,NZ_JAIPPU010000001.1_272_A,NZ_JAIPPU010000001.1_272,0
RS_GCF_029689925.1,NZ_CP121445.1_2823_A,NZ_CP121445.1_2823,0
RS_GCF_030913705.1,NZ_CP133190.1_936_A,NZ_CP133190.1_936,0
RS_GCF_032335695.1,NZ_JACTOJ010000010.1_109_A,NZ_JACTOJ010000010.1_109,0
RS_GCF_035644575.1,NZ_DASQOG010000146.1_14_A,NZ_DASQOG010000146.1_14,0
RS_GCF_036569345.1,NZ_DATCQT010000047.1_14_A,NZ_DATCQT010000047.1_14,0
RS_GCF_039830195.1,NZ_JBDODG010000031.1_9_A,NZ_JBDODG010000031.1_9,0
RS_GCF_041907885.1,NZ_JAYRGM010000006.1_8_A,NZ_JAYRGM010000006.1_8,0
RS_GCF_042683065.1,NZ_JBHUIX010000013.1_78_A,NZ_JBHUIX010000013.1_78,0
RS_GCF_046603805.1,NZ_CP176628.1_323_A,NZ_CP176628.1_323,0
RS_GCF_047602565.1,NZ_JASGGX010000001.1_2696_A,NZ_JASGGX010000001.1_2696,0
RS_GCF_047718555.1,NZ_JBDNRK010000027.1_24_A,NZ_JBDNRK010000027.1_24,0
RS_GCF_048629425.1,NZ_CP184532.1_2220_A,NZ_CP184532.1_2220,0
RS_GCF_900104455.1,NZ_FNHB01000005.1_241_A,NZ_FNHB01000005.1_241,0
RS_GCF_900113335.1,NZ_FOOX01000003.1_96_A,NZ_FOOX01000003.1_96,0
RS_GCF_900141835.1,NZ_FQZD01000024.1_8_A,NZ_FQZD01000024.1_8,0
RS_GCF_900155545.1,NZ_LT732525.1_380_A,NZ_LT732525.1_380,0
RS_GCF_900217815.1,NZ_OBMT01000007.1_49_A,NZ_OBMT01000007.1_49,0
RS_GCF_963664415.2,NZ_CAXXPY010000006.1_2449_A,NZ_CAXXPY010000006.1_2449,0
GB_GCA_003154335.1,PMDE01000028.1_13_A,PMDE01000028.1_13,0
GB_GCA_015062825.1,SUTR01000074.1_2_A,SUTR01000074.1_2,0
GB_GCA_017935945.1,JAGBGN010000039.1_2_A,JAGBGN010000039.1_2,0
GB_GCA_024399225.1,JAKSHV010000127.1_2_A,JAKSHV010000127.1_2,0
GB_GCA_030168575.1,CP115555.1_122_A,CP115555.1_122,0
GB_GCA_031287135.1,JAITTK010000076.1_9_A,JAITTK010000076.1_9,0
GB_GCA_035319305.1,DATHCY010000003.1_4_A,DATHCY010000003.1_4,0
GB_GCA_041645355.1,JBAZQF010000011.1_54_A,JBAZQF010000011.1_54,0
GB_GCA_049975245.1,JBNGDB010000007.1_95_A,JBNGDB010000007.1_95,0
GB_GCA_937892275.1,CALAVG010000294.1_3_A,CALAVG010000294.1_3,0
GB_GCA_963611065.1,CAVDQR010000018.1_11_A,CAVDQR010000018.1_11,0
GB_GCA_963656905.1,CAVKKO010000252.1_2_A,CAVKKO010000252.1_2,0
GB_GCA_963676575.1,OY781078.1_258_A,OY781078.1_258,0
GB_GCA_963737635.1,CAVTTL010000001.1_1217_A,CAVTTL010000001.1_1217,0
GB_GCA_963788665.1,CAWBHV010000043.1_3_A,CAWBHV010000043.1_3,0
GB_GCA_964409915.1,CAYPEQ010000001.1_107_A,CAYPEQ010000001.1_107,0
GB_GCA_964515765.1,CAZEWE010000056.1_13_A,CAZEWE010000056.1_13,0
GB_GCA_964642535.1,CAZXRT010000095.1_6_A,CAZXRT010000095.1_6,0
RS_GCF_000021965.1,NC_011832.1_556_A,NC_011832.1_556,0
RS_GCF_000308215.1,NZ_CAJE01000024.1_47_A,NZ_CAJE01000024.1_47,0
RS_GCF_002502735.1,NZ_DAQC01000001.1_541_A,NZ_DAQC01000001.1_541,0
RS_GCF_018433835.1,NZ_JAHDQM010000027.1_33_A,NZ_JAHDQM010000027.1_33,0
RS_GCF_026891975.1,NZ_JAPTGB010000021.1_36_A,NZ_JAPTGB010000021.1_36,0
RS_GCF_032842345.1,NZ_WBKO01000003.1_104_A,NZ_WBKO01000003.1_104,0
RS_GCF_047501175.1,NZ_JBEQWH010000015.1_25_A,NZ_JBEQWH010000015.1_25,0
RS_GCF_902784195.1,NZ_CACZTX010000008.1_15_A,NZ_CACZTX010000008.1_15,0
GB_GCA_001516055.1,LOEZ01000019.1_81_A,LOEZ01000019.1_81,0
GB_GCA_001805055.1,MHDZ01000067.1_15_A,MHDZ01000067.1_15,0
GB_GCA_002298925.1,DBMM01000093.1_24_A,DBMM01000093.1_24,0
GB_GCA_002307185.1,DBTT01000042.1_3_A,DBTT01000042.1_3,0
GB_GCA_002391235.1,DGRX01000006.1_64_A,DGRX01000006.1_64,0
GB_GCA_002410325.1,DHRK01000019.1_76_A,DHRK01000019.1_76,0
GB_GCA_002452335.1,DKFJ01000006.1_205_A,DKFJ01000006.1_205,0
GB_GCA_003153275.1,PLXX01000039.1_23_A,PLXX01000039.1_23,0
GB_GCA_003574895.1,PJFB01000002.1_329_A,PJFB01000002.1_329,0
GB_GCA_007695355.1,REDX01000195.1_4_A,REDX01000195.1_4,0
GB_GCA_009929215.1,SAAX01000026.1_15_A,SAAX01000026.1_15,0
GB_GCA_013151495.1,JAADIE010000098.1_24_A,JAADIE010000098.1_24,0
GB_GCA_013334925.1,JAAXWP010000011.1_23_A,JAAXWP010000011.1_23,0
GB_GCA_015233365.1,JADFXU010000038.1_5_A,JADFXU010000038.1_5,0
GB_GCA_015654615.1,JAATGN010000040.1_14_A,JAATGN010000040.1_14,0
GB_GCA_016195565.1,JACPZK010000022.1_56_A,JACPZK010000022.1_56,0
GB_GCA_016281385.1,JAEEIN010000005.1_5_B,JAEEIN010000005.1_5,0
GB_GCA_016841045.1,JAENZX010000017.1_78_A,JAENZX010000017.1_78,0
GB_GCA_017412115.1,JAFPYR010000059.1_3_A,JAFPYR010000059.1_3,0
GB_GCA_017513085.1,JAFWDK010000010.1_22_A,JAFWDK010000010.1_22,0
GB_GCA_017651345.1,JAGCDD010000468.1_4_A,JAGCDD010000468.1_4,0
GB_GCA_017889675.1,JAGGAA010000357.1_2_A,JAGGAA010000357.1_2,0
GB_GCA_018262505.1,JAGSYV010000023.1_35_A,JAGSYV010000023.1_35,0
GB_GCA_019421365.1,JAHZFJ010000023.1_21_A,JAHZFJ010000023.1_21,0
GB_GCA_021286935.1,JAJTBI010000001.1_32_A,JAJTBI010000001.1_32,0
GB_GCA_021783135.1,JAJXUE010000011.1_27_A,JAJXUE010000011.1_27,0
GB_GCA_022378355.1,JAKMAJ010000002.1_87_A,JAKMAJ010000002.1_87,0
GB_GCA_023387635.1,JAEWHU010000308.1_5_A,JAEWHU010000308.1_5,0
GB_GCA_023391695.1,JAEWAK010000027.1_150_A,JAEWAK010000027.1_150,0
GB_GCA_023397475.1,JAEWUD010000027.1_90_A,JAEWUD010000027.1_90,0
GB_GCA_023398615.1,JAEWSD010000222.1_5_A,JAEWSD010000222.1_5,0
GB_GCA_023407575.1,JAEYLX010000019.1_65_A,JAEYLX010000019.1_65,0
GB_GCA_023409435.1,JAEYHP010000168.1_20_A,JAEYHP010000168.1_20,0
GB_GCA_023412005.1,JAEYOE010000012.1_188_A,JAEYOE010000012.1_188,0
GB_GCA_023415525.1,JAEZKI010000097.1_8_A,JAEZKI010000097.1_8,0
GB_GCA_023420935.1,JAEZUR010000049.1_11_A,JAEZUR010000049.1_11,0
GB_GCA_023428885.1,JAEYWQ010000039.1_11_A,JAEYWQ010000039.1_11,0
GB_GCA_023435895.1,JAEZLH010000010.1_104_A,JAEZLH010000010.1_104,0
GB_GCA_023441145.1,JAEZQN010000393.1_7_A,JAEZQN010000393.1_7,0
GB_GCA_023475565.1,JAMCVT010000110.1_40_A,JAMCVT010000110.1_40,0
GB_GCA_026390855.1,JAPLFE010000079.1_30_A,JAPLFE010000079.1_30,0
GB_GCA_028683595.1,JAQUHM010000122.1_6_A,JAQUHM010000122.1_6,0
GB_GCA_029266295.1,JAQSXD010000115.1_8_A,JAQSXD010000115.1_8,0
GB_GCA_030156895.1,JASGLP010000001.1_158_A,JASGLP010000001.1_158,0
GB_GCA_031259505.1,JAIRLL010000343.1_5_A,JAIRLL010000343.1_5,0
GB_GCA_031261745.1,JAISJC010000003.1_44_A,JAISJC010000003.1_44,0
GB_GCA_031270605.1,JAISXG010000037.1_13_A,JAISXG010000037.1_13,0
GB_GCA_031272715.1,JAISTH010000073.1_80_A,JAISTH010000073.1_80,0
GB_GCA_031274195.1,JAISQM010000041.1_7_A,JAISQM010000041.1_7,0
GB_GCA_031276635.1,JAISMU010000131.1_17_A,JAISMU010000131.1_17,0
GB_GCA_031278225.1,JAITKT010000008.1_2_A,JAITKT010000008.1_2,0
GB_GCA_031280635.1,JAITGK010000057.1_3_A,JAITGK010000057.1_3,0
GB_GCA_031282925.1,JAITCT010000152.1_3_A,JAITCT010000152.1_3,0
GB_GCA_031288745.1,JAITQT010000033.1_1_A,JAITQT010000033.1_1,0
GB_GCA_031289815.1,JAITOS010000079.1_2_A,JAITOS010000079.1_2,0
GB_GCA_031292275.1,JARLHL010000048.1_4_A,JARLHL010000048.1_4,0
GB_GCA_031555415.1,JAVBUL010000046.1_2_A,JAVBUL010000046.1_2,0
GB_GCA_034933685.1,JAYFNB010000011.1_77_A,JAYFNB010000011.1_77,0
GB_GCA_035560815.1,DATMYR010000045.1_44_A,DATMYR010000045.1_44,0
GB_GCA_035873375.1,JAYWMQ010000048.1_42_A,JAYWMQ010000048.1_42,0
GB_GCA_036722275.1,DAIMJJ010000245.1_4_A,DAIMJJ010000245.1_4,0
GB_GCA_037441185.1,JBBISP010000025.1_24_A,JBBISP010000025.1_24,0
GB_GCA_040208185.1,CP157947.1_5782_A,CP157947.1_5782,0
GB_GCA_040758255.1,JBFLVX010000128.1_2_A,JBFLVX010000128.1_2,0
GB_GCA_041390365.1,JAWKQB010000002.1_805_A,JAWKQB010000002.1_805,0
GB_GCA_041821265.1,JBGUEQ010000052.1_33_A,JBGUEQ010000052.1_33,0
GB_GCA_046533095.1,JAJQRA010000025.1_5_A,JAJQRA010000025.1_5,0
GB_GCA_047600785.1,JASGKH010000002.1_2124_A,JASGKH010000002.1_2124,0
GB_GCA_047605765.1,JASGFB010000143.1_6_A,JASGFB010000143.1_6,0
GB_GCA_047975025.1,JBKECY010000069.1_42_A,JBKECY010000069.1_42,0
GB_GCA_049366715.1,JBMNCQ010000068.1_8_A,JBMNCQ010000068.1_8,0
GB_GCA_050049665.1,JASFVU010000112.1_1_A,JASFVU010000112.1_1,0
GB_GCA_050263495.1,JBLNFG010000686.1_2_B,JBLNFG010000686.1_2,0
GB_GCA_052445935.1,JBQTCH010000003.1_470_A,JBQTCH010000003.1_470,0
GB_GCA_900543345.1,UQRJ01000120.1_3_A,UQRJ01000120.1_3,0
GB_GCA_902782695.1,CACZOE010000097.1_1_A,CACZOE010000097.1_1,0
GB_GCA_903902345.1,CAIUUR010000323.1_7_A,CAIUUR010000323.1_7,0
GB_GCA_919903585.1,CAKKST010000393.1_5_A,CAKKST010000393.1_5,0
GB_GCA_945948775.1,CAMFCK010000147.1_4_A,CAMFCK010000147.1_4,0
GB_GCA_946409405.1,CAMJWL010000117.1_7_A,CAMJWL010000117.1_7,0
GB_GCA_947165785.1,CAMVBS010000024.1_14_A,CAMVBS010000024.1_14,0
GB_GCA_947307175.1,CAMZIK010000142.1_5_A,CAMZIK010000142.1_5,0
GB_GCA_963519465.1,CAUQMY010000008.1_199_A,CAUQMY010000008.1_199,0
GB_GCA_963662365.2,CAXXPA010000021.1_20_A,CAXXPA010000021.1_20,0
GB_GCA_963665865.2,CAXXWF010000001.1_2260_A,CAXXWF010000001.1_2260,0
GB_GCA_963675515.1,OY776328.1_398_A,OY776328.1_398,0
GB_GCA_963676955.1,OY781461.1_2308_A,OY781461.1_2308,0
GB_GCA_963678265.1,OY782761.1_2309_A,OY782761.1_2309,0
GB_GCA_963757945.1,CAVWTN010000002.1_144_A,CAVWTN010000002.1_144,0
GB_GCA_963810975.1,CAWEPN010000004.1_81_A,CAWEPN010000004.1_81,0
GB_GCA_964391545.1,CAYMMR010000021.1_12_A,CAYMMR010000021.1_12,0
GB_GCA_964414835.1,CAYPWY010000041.1_8_A,CAYPWY010000041.1_8,0
GB_GCA_964442605.1,CAYTZR010000051.1_4_A,CAYTZR010000051.1_4,0
GB_GCA_964475485.1,CAYYWY010000006.1_7_A,CAYYWY010000006.1_7,0
GB_GCA_964515925.1,CAZEYP010000052.1_3_A,CAZEYP010000052.1_3,0
GB_GCA_964543575.1,CAZIYV010000086.1_7_A,CAZIYV010000086.1_7,0
GB_GCA_964584415.1,CAZOZX010000138.1_4_A,CAZOZX010000138.1_4,0
GB_GCA_964614465.1,CAZTLF010000055.1_5_A,CAZTLF010000055.1_5,0
GB_GCA_964644275.1,CAZXVI010000037.1_5_A,CAZXVI010000037.1_5,0
RS_GCF_000013085.1,NC_007643.1_1425_A,NC_007643.1_1425,0
RS_GCF_000024205.1,NC_013216.1_995_A,NC_013216.1_995,0
RS_GCF_000178835.2,NC_015275.1_455_A,NC_015275.1_455,0
RS_GCF_000224065.1,NZ_AFWT01000026.1_12_A,NZ_AFWT01000026.1_12,0
RS_GCF_000247605.1,NC_016894.1_802_A,NC_016894.1_802,0
RS_GCF_000297095.1,NZ_AEEA01000019.1_87_A,NZ_AEEA01000019.1_87,0
RS_GCF_000350485.1,NZ_AORV01000040.1_12_A,NZ_AORV01000040.1_12,0
RS_GCF_000400505.1,NZ_CM001857.1_2656_A,NZ_CM001857.1_2656,0
RS_GCF_000472285.1,NZ_KI421420.1_78_A,NZ_KI421420.1_78,0
RS_GCF_000577895.1,NZ_HG917869.1_433_A,NZ_HG917869.1_433,0
RS_GCF_000686125.1,NZ_JMMA01000002.1_734_A,NZ_JMMA01000002.1_734,0
RS_GCF_000758685.1,NZ_CP009286.1_3308_A,NZ_CP009286.1_3308,0
RS_GCF_001027545.1,NZ_CP009498.1_689_A,NZ_CP009498.1_689,0
RS_GCF_001571105.1,NZ_BCTD01000006.1_72_A,NZ_BCTD01000006.1_72,0
RS_GCF_001742305.1,NZ_MJAT01000037.1_137_A,NZ_MJAT01000037.1_137,0
RS_GCF_002006345.1,NZ_LZZM01000215.1_8_A,NZ_LZZM01000215.1_8,0
RS_GCF_002245985.1,NZ_NOLK01000003.1_9_A,NZ_NOLK01000003.1_9,0
RS_GCF_002845745.1,NZ_PIUM01000009.1_76_A,NZ_PIUM01000009.1_76,0
RS_GCF_003115845.1,NZ_KZ819024.1_90_A,NZ_KZ819024.1_90,0
RS_GCF_003363435.1,NZ_QRCT01000034.1_285_A,NZ_QRCT01000034.1_285,0
RS_GCF_003992725.1,NZ_RZNF01000004.1_68_A,NZ_RZNF01000004.1_68,0
RS_GCF_004801255.1,NZ_CP036295.1_1109_A,NZ_CP036295.1_1109,0
RS_GCF_007115105.1,NZ_SULJ01000002.1_36_A,NZ_SULJ01000002.1_36,0
RS_GCF_008086615.1,NZ_RXYB01000019.1_38_A,NZ_RXYB01000019.1_38,0
RS_GCF_009712225.1,NZ_WASP01000006.1_122_A,NZ_WASP01000006.1_122,0
RS_GCF_011758645.1,NZ_JAAMOZ010000001.1_2433_A,NZ_JAAMOZ010000001.1_2433,0
RS_GCF_014201835.1,NZ_JACHFH010000040.1_17_A,NZ_JACHFH010000040.1_17,0
RS_GCF_015243575.1,NZ_CP042469.1_3320_A,NZ_CP042469.1_3320,0
RS_GCF_017084465.1,NZ_CP070896.1_4880_A,NZ_CP070896.1_4880,0
RS_GCF_018619435.1,NZ_JAHFZF010000004.1_79_A,NZ_JAHFZF010000004.1_79,0
RS_GCF_018966525.1,NZ_CP076607.1_4350_A,NZ_CP076607.1_4350,0
RS_GCF_019977655.1,NZ_AP024849.1_3486_A,NZ_AP024849.1_3486,0
RS_GCF_021372645.1,NZ_JAJFUC010000052.1_34_A,NZ_JAJFUC010000052.1_34,0
RS_GCF_024125445.1,NZ_JAMXWM010000003.1_142_A,NZ_JAMXWM010000003.1_142,0
RS_GCF_026650985.1,NZ_CP086239.1_2413_A,NZ_CP086239.1_2413,0
RS_GCF_030247655.1,NZ_JAOTRZ010000098.1_12_A,NZ_JAOTRZ010000098.1_12,0
RS_GCF_031291415.1,NZ_JARLJB010000007.1_55_A,NZ_JARLJB010000007.1_55,0
RS_GCF_032393985.1,NZ_CP135918.1_1706_A,NZ_CP135918.1_1706,0
RS_GCF_036016195.1,NZ_JAYWTM010000022.1_68_A,NZ_JAYWTM010000022.1_68,0
RS_GCF_036758025.1,NZ_DAIOXM010000004.1_121_A,NZ_DAIOXM010000004.1_121,0
RS_GCF_040939125.1,NZ_CP162495.1_1839_A,NZ_CP162495.1_1839,0
RS_GCF_042432815.1,NZ_JBHLWM010000001.1_36_A,NZ_JBHLWM010000001.1_36,0
RS_GCF_042683125.1,NZ_JBHUIY010000001.1_93_A,NZ_JBHUIY010000001.1_93,0
