query_id,genome,contig,operon,cluster,gene,start,end,orientation
NZ_BAQG01000081.1_10,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,modB,7726.0,8412.0,-1.0
NZ_BAQG01000081.1_13,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,nifA,10355.0,12040.0,1.0
NZ_BAQG01000081.1_20,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,cfbC,16257.0,17156.0,1.0
NZ_BAQG01000081.1_22,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,nifK,18775.0,20310.0,1.0
NZ_BAQG01000081.1_24,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,nifN,21826.0,23217.0,1.0
NZ_BAQG01000081.1_21,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,nifD,17224.0,18711.0,1.0
NZ_BAQG01000081.1_23,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,nifE,20377.0,21816.0,1.0
NZ_BAQG01000081.1_14,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,nifB,12191.0,13663.0,1.0
NZ_BAQG01000081.1_11,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,MODA_RHOCA,8418.0,9182.0,-1.0
NZ_BAQG01000081.1_15,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,FER1_RHOPA,13696.0,13890.0,1.0
NZ_BAQG01000081.1_17,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,NIFZ_SINFN,14704.0,14982.0,1.0
NZ_BAQG01000081.1_25,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,NIFX_SINFN,23192.0,23677.0,1.0
NZ_BAQG01000081.1_26,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,YNIX_RHOCA,23680.0,24147.0,1.0
NZ_BAQG01000081.1_28,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,FER3_SINFN,24373.0,24657.0,1.0
NZ_BAQG01000081.1_11,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119517.1,8418.0,9182.0,-1.0
NZ_BAQG01000081.1_12,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119518.1,9600.0,10196.0,1.0
NZ_BAQG01000081.1_15,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119521.1,13696.0,13890.0,1.0
NZ_BAQG01000081.1_17,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_182942632.1,14704.0,14982.0,1.0
NZ_BAQG01000081.1_18,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119522.1,14979.0,15197.0,1.0
NZ_BAQG01000081.1_19,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119523.1,15194.0,16021.0,1.0
NZ_BAQG01000081.1_25,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119528.1,23192.0,23677.0,1.0
NZ_BAQG01000081.1_26,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119529.1,23680.0,24147.0,1.0
NZ_BAQG01000081.1_27,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119530.1,24160.0,24369.0,1.0
NZ_BAQG01000081.1_28,RS_GCF_025994355.1,NZ_BAQG01000081.1,1,nif,WP_183119531.1,24373.0,24657.0,1.0
NZ_BAQK01000050.1_79,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,modB,86866.0,87561.0,1.0
NZ_BAQK01000050.1_76,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,nifA,83238.0,84923.0,-1.0
NZ_BAQK01000050.1_62,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,IE2,70869.0,71078.0,-1.0
NZ_BAQK01000050.1_67,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,nifK,74931.0,76466.0,-1.0
NZ_BAQK01000050.1_65,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,nifN,72024.0,73415.0,-1.0
NZ_BAQK01000050.1_68,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,nifD,76530.0,78017.0,-1.0
NZ_BAQK01000050.1_66,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,nifE,73425.0,74864.0,-1.0
NZ_BAQK01000050.1_75,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,nifB,81579.0,83051.0,-1.0
NZ_BAQK01000050.1_61,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,FER3_SINFN,70581.0,70865.0,-1.0
NZ_BAQK01000050.1_63,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,YNIX_RHOCA,71094.0,71561.0,-1.0
NZ_BAQK01000050.1_64,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,NIFX_SINFN,71564.0,72049.0,-1.0
NZ_BAQK01000050.1_69,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,NIFH_GLUDA,78085.0,78984.0,-1.0
NZ_BAQK01000050.1_71,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,FIXU_RHILT,80045.0,80263.0,-1.0
NZ_BAQK01000050.1_72,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,NIFZ_SINFN,80260.0,80538.0,-1.0
NZ_BAQK01000050.1_74,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,FER1_RHOPA,81352.0,81546.0,-1.0
NZ_BAQK01000050.1_78,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,MODA_RHOCA,86101.0,86865.0,1.0
NZ_BAQK01000050.1_60,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942607.1,69940.0,70638.0,-1.0
NZ_BAQK01000050.1_61,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942609.1,70581.0,70865.0,-1.0
NZ_BAQK01000050.1_63,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942613.1,71094.0,71561.0,-1.0
NZ_BAQK01000050.1_64,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942615.1,71564.0,72049.0,-1.0
NZ_BAQK01000050.1_69,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942625.1,78085.0,78984.0,-1.0
NZ_BAQK01000050.1_70,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942627.1,79221.0,80048.0,-1.0
NZ_BAQK01000050.1_71,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942630.1,80045.0,80263.0,-1.0
NZ_BAQK01000050.1_72,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942632.1,80260.0,80538.0,-1.0
NZ_BAQK01000050.1_74,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942634.1,81352.0,81546.0,-1.0
NZ_BAQK01000050.1_77,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942640.1,85083.0,85679.0,-1.0
NZ_BAQK01000050.1_78,RS_GCF_025994435.1,NZ_BAQK01000050.1,1,nif,WP_182942642.1,86101.0,86865.0,1.0
NZ_AP024233.1_225,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifA,260187.0,261830.0,1.0
NZ_AP024233.1_245,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,pur5,284839.0,285555.0,1.0
NZ_AP024233.1_241,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifH,278688.0,279512.0,-1.0
NZ_AP024233.1_237,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifK,274727.0,276100.0,-1.0
NZ_AP024233.1_230,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,dmsB,269694.0,270365.0,-1.0
NZ_AP024233.1_229,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,psrA,266647.0,269697.0,-1.0
NZ_AP024233.1_240,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifI1,278259.0,278615.0,-1.0
NZ_AP024233.1_228,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifE,265043.0,266407.0,-1.0
NZ_AP024233.1_238,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifD,276233.0,277873.0,-1.0
NZ_AP024233.1_227,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifN,263658.0,265022.0,-1.0
NZ_AP024233.1_226,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifB,262308.0,263585.0,-1.0
NZ_AP024233.1_236,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,nifB,273476.0,274630.0,-1.0
NZ_AP024233.1_222,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,TPX_PSEAE,258171.0,258674.0,1.0
NZ_AP024233.1_239,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,GLNB2_METTL,277888.0,278262.0,-1.0
NZ_AP024233.1_221,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927785.1,257668.0,258117.0,1.0
NZ_AP024233.1_222,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927786.1,258171.0,258674.0,1.0
NZ_AP024233.1_223,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927787.1,258715.0,258867.0,-1.0
NZ_AP024233.1_224,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927788.1,259104.0,259712.0,-1.0
NZ_AP024233.1_231,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927795.1,270442.0,271452.0,-1.0
NZ_AP024233.1_232,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927796.1,271780.0,272001.0,-1.0
NZ_AP024233.1_233,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927797.1,272049.0,272573.0,-1.0
NZ_AP024233.1_234,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927798.1,272575.0,273033.0,-1.0
NZ_AP024233.1_235,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927799.1,273044.0,273349.0,-1.0
NZ_AP024233.1_239,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927803.1,277888.0,278262.0,-1.0
NZ_AP024233.1_242,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267926018.1,280709.0,282100.0,1.0
NZ_AP024233.1_243,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927807.1,282323.0,283003.0,1.0
NZ_AP024233.1_244,RS_GCF_025998535.1,NZ_AP024233.1,1,nif,WP_267927808.1,283643.0,284686.0,-1.0
NZ_AP024233.1_1691,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,CNX2,1907055.0,1908098.0,-1.0
NZ_AP024233.1_1688,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,pheA,1903297.0,1904400.0,1.0
NZ_AP024233.1_1689,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,ettA,1904414.0,1906258.0,1.0
NZ_AP024233.1_1694,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,DIM1,1910060.0,1911007.0,1.0
NZ_AP024233.1_1692,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,tsaD,1908511.0,1909515.0,1.0
NZ_AP024233.1_1687,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,E2.8.1.16,1901603.0,1902802.0,-1.0
NZ_AP024233.1_1690,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,cspA,1906530.0,1906793.0,-1.0
NZ_AP024233.1_1686,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,WP_267926100.1,1900764.0,1901597.0,-1.0
NZ_AP024233.1_1693,RS_GCF_025998535.1,NZ_AP024233.1,4,nif,WP_015723695.1,1909604.0,1910020.0,1.0
NZ_AP026708.1_979,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,IMS,1056881.0,1057975.0,1.0
NZ_AP026708.1_963,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,proV,1037589.0,1040102.0,-1.0
NZ_AP026708.1_964,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,LOVF,1040239.0,1041258.0,-1.0
NZ_AP026708.1_965,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,fom3,1041316.0,1043208.0,1.0
NZ_AP026708.1_978,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,vnfH,1055721.0,1056551.0,-1.0
NZ_AP026708.1_976,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,nifI2,1054775.0,1055149.0,-1.0
NZ_AP026708.1_974,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,nifK,1051728.0,1053104.0,-1.0
NZ_AP026708.1_969,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,nifN,1046817.0,1048184.0,-1.0
NZ_AP026708.1_966,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,fhlA,1043371.0,1044948.0,1.0
NZ_AP026708.1_970,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,nifE,1048177.0,1049559.0,-1.0
NZ_AP026708.1_975,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,nifE,1053114.0,1054751.0,-1.0
NZ_AP026708.1_968,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,nifB,1045509.0,1046777.0,-1.0
NZ_AP026708.1_973,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,nifB,1050496.0,1051656.0,-1.0
NZ_AP026708.1_977,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,GLNB1_METTM,1055149.0,1055502.0,-1.0
NZ_AP026708.1_967,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,WP_264983486.1,1045104.0,1045349.0,-1.0
NZ_AP026708.1_971,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,WP_264983491.1,1049581.0,1050036.0,-1.0
NZ_AP026708.1_972,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,WP_264983492.1,1050051.0,1050353.0,-1.0
NZ_AP026708.1_977,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,WP_264983497.1,1055149.0,1055502.0,-1.0
NZ_AP026708.1_980,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,WP_264983500.1,1057984.0,1058142.0,1.0
NZ_AP026708.1_981,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,WP_264983501.1,1058154.0,1059008.0,1.0
NZ_AP026708.1_982,RS_GCF_026000375.1,NZ_AP026708.1,1,nif,WP_264983502.1,1059024.0,1060094.0,-1.0
NZ_AP026763.1_924,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,GPHN,1064715.0,1065227.0,1.0
NZ_AP026763.1_920,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,ttrR,1060607.0,1062013.0,1.0
NZ_AP026763.1_919,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,K26894,1058292.0,1060322.0,1.0
NZ_AP026763.1_927,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,moaX,1065990.0,1066445.0,1.0
NZ_AP026763.1_921,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,LUXU_VIBPA,1062010.0,1062354.0,1.0
NZ_AP026763.1_922,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,GNGF_VIBCH,1062421.0,1063317.0,-1.0
NZ_AP026763.1_923,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,MOAA_VIBPA,1063624.0,1064613.0,1.0
NZ_AP026763.1_925,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,MOAC_VIBPA,1065255.0,1065734.0,1.0
NZ_AP026763.1_926,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,MOAD_HAEIN,1065731.0,1065988.0,1.0
NZ_AP026763.1_918,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,WP_264905237.1,1057076.0,1057654.0,1.0
NZ_AP026763.1_921,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,WP_264906070.1,1062010.0,1062354.0,1.0
NZ_AP026763.1_922,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,WP_264905241.1,1062421.0,1063317.0,-1.0
NZ_AP026763.1_923,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,WP_264905242.1,1063624.0,1064613.0,1.0
NZ_AP026763.1_925,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,WP_264905244.1,1065255.0,1065734.0,1.0
NZ_AP026763.1_926,RS_GCF_026000435.1,NZ_AP026763.1,2,nif,WP_264905246.1,1065731.0,1065988.0,1.0
NZ_AP026764.1_1088,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,nifA,1225142.0,1226740.0,-1.0
NZ_AP026764.1_1089,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,hoxJ,1226737.0,1228278.0,-1.0
NZ_AP026764.1_1091,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,rnfB,1229163.0,1229690.0,1.0
NZ_AP026764.1_1084,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,cspA,1222403.0,1222615.0,-1.0
NZ_AP026764.1_1085,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,nifQ,1222913.0,1223437.0,-1.0
NZ_AP026764.1_1090,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,nqrE,1228574.0,1229149.0,1.0
NZ_AP026764.1_1082,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,leuE,1220889.0,1221530.0,1.0
NZ_AP026764.1_1087,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,nifB,1223675.0,1225000.0,-1.0
NZ_AP026764.1_1083,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,WP_264906505.1,1221725.0,1222132.0,-1.0
NZ_AP026764.1_1086,RS_GCF_026000435.1,NZ_AP026764.1,1,nif,WP_317587333.1,1223437.0,1223697.0,-1.0
NZ_AP026764.1_1053,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,cobA,1192262.0,1193074.0,-1.0
NZ_AP026764.1_1050,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nasA,1187763.0,1189232.0,-1.0
NZ_AP026764.1_1066,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,NFS1,1206605.0,1207837.0,1.0
NZ_AP026764.1_1052,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nroR,1189677.0,1192217.0,-1.0
NZ_AP026764.1_1055,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,vnfH,1196197.0,1197072.0,1.0
NZ_AP026764.1_1057,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nifK,1198685.0,1200250.0,1.0
NZ_AP026764.1_1062,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nifN,1203119.0,1204489.0,1.0
NZ_AP026764.1_1063,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nifX,1204486.0,1204965.0,1.0
NZ_AP026764.1_1059,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nifX,1200549.0,1201238.0,1.0
NZ_AP026764.1_1065,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,K13819,1205725.0,1206615.0,1.0
NZ_AP026764.1_1054,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,fdwA,1193460.0,1195952.0,1.0
NZ_AP026764.1_1061,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nifN,1201699.0,1203117.0,1.0
NZ_AP026764.1_1056,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,nifD,1197138.0,1198607.0,1.0
NZ_AP026764.1_1051,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,WP_264906461.1,1189314.0,1189640.0,-1.0
NZ_AP026764.1_1058,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,WP_264906473.1,1200311.0,1200532.0,1.0
NZ_AP026764.1_1060,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,WP_264906477.1,1201235.0,1201549.0,1.0
NZ_AP026764.1_1064,RS_GCF_026000435.1,NZ_AP026764.1,2,nif,WP_264906485.1,1204990.0,1205274.0,1.0
NZ_JAPDPJ010000005.1_34,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,pmmS,47999.0,49108.0,-1.0
NZ_JAPDPJ010000005.1_32,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,arlS,43487.0,45454.0,-1.0
NZ_JAPDPJ010000005.1_43,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,nifH,58209.0,59033.0,-1.0
NZ_JAPDPJ010000005.1_33,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,fyuA,45466.0,47697.0,-1.0
NZ_JAPDPJ010000005.1_41,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,glnK,57298.0,57675.0,-1.0
NZ_JAPDPJ010000005.1_39,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,nifK,54218.0,55600.0,-1.0
NZ_JAPDPJ010000005.1_37,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,nifN,51016.0,52428.0,-1.0
NZ_JAPDPJ010000005.1_45,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,xseB,61728.0,61928.0,1.0
NZ_JAPDPJ010000005.1_31,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,spaR,43037.0,43402.0,-1.0
NZ_JAPDPJ010000005.1_44,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,bceS,59449.0,61683.0,1.0
NZ_JAPDPJ010000005.1_36,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,nifB,49635.0,50900.0,-1.0
NZ_JAPDPJ010000005.1_40,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,nifD,55619.0,57259.0,-1.0
NZ_JAPDPJ010000005.1_38,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,nifE,52536.0,53867.0,-1.0
NZ_JAPDPJ010000005.1_42,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,glnK,57782.0,58099.0,-1.0
NZ_JAPDPJ010000005.1_46,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,THIE_FLAJ1,61931.0,62593.0,-1.0
NZ_JAPDPJ010000005.1_35,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,WP_301189210.1,49242.0,49547.0,-1.0
NZ_JAPDPJ010000005.1_46,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,WP_301189221.1,61931.0,62593.0,-1.0
NZ_JAPDPJ010000005.1_47,RS_GCF_026013605.1,NZ_JAPDPJ010000005.1,1,nif,WP_301189222.1,62657.0,63268.0,-1.0
NZ_JAPDPI010000040.1_36,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,nifH,38052.0,38876.0,1.0
NZ_JAPDPI010000040.1_38,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,nifI2,39432.0,39809.0,1.0
NZ_JAPDPI010000040.1_40,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,nifK,41507.0,42889.0,1.0
NZ_JAPDPI010000040.1_42,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,nifN,44769.0,46181.0,1.0
NZ_JAPDPI010000040.1_35,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,chiS,35387.0,37618.0,-1.0
NZ_JAPDPI010000040.1_41,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,nifE,43217.0,44548.0,1.0
NZ_JAPDPI010000040.1_39,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,nifD,39847.0,41487.0,1.0
NZ_JAPDPI010000040.1_43,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,nifB,46438.0,47703.0,1.0
NZ_JAPDPI010000040.1_33,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,DBH_BACCA,34805.0,35077.0,-1.0
NZ_JAPDPI010000040.1_37,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,GLNB1_METBA,39006.0,39326.0,1.0
NZ_JAPDPI010000040.1_31,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,WP_301201403.1,33361.0,34176.0,-1.0
NZ_JAPDPI010000040.1_32,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,WP_301201425.1,34204.0,34584.0,-1.0
NZ_JAPDPI010000040.1_33,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,WP_301201428.1,34805.0,35077.0,-1.0
NZ_JAPDPI010000040.1_34,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,WP_301201405.1,35176.0,35376.0,-1.0
NZ_JAPDPI010000040.1_37,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,WP_301201410.1,39006.0,39326.0,1.0
NZ_JAPDPI010000040.1_44,RS_GCF_026013615.1,NZ_JAPDPI010000040.1,1,nif,WP_301201424.1,48012.0,48317.0,1.0
NZ_CP110389.1_1237,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,sufE,1279499.0,1279960.0,-1.0
NZ_CP110389.1_1239,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,cfbC,1280866.0,1281771.0,1.0
NZ_CP110389.1_1235,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,calS4,1277889.0,1279136.0,1.0
NZ_CP110389.1_1241,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,nifK,1283430.0,1284989.0,1.0
NZ_CP110389.1_1244,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,nifN,1286876.0,1288180.0,1.0
NZ_CP110389.1_1240,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,nifD,1281854.0,1283356.0,1.0
NZ_CP110389.1_1243,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,nifE,1285736.0,1286785.0,1.0
NZ_CP110389.1_1242,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,nifN,1285107.0,1285739.0,1.0
NZ_CP110389.1_1234,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,SUFD_ECOLI,1277521.0,1277892.0,1.0
NZ_CP110389.1_1245,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,NIFX_HERSE,1288205.0,1288600.0,1.0
NZ_CP110389.1_1246,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,YNIX_RHOCA,1288610.0,1289080.0,1.0
NZ_CP110389.1_1248,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,FER3_RHOCA,1289305.0,1289625.0,1.0
NZ_CP110389.1_1234,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,WP_215623238.1,1277521.0,1277892.0,1.0
NZ_CP110389.1_1236,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,WP_265081816.1,1279133.0,1279483.0,1.0
NZ_CP110389.1_1238,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,WP_265081818.1,1280008.0,1280451.0,-1.0
NZ_CP110389.1_1245,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,WP_265081822.1,1288205.0,1288600.0,1.0
NZ_CP110389.1_1246,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,WP_265081823.1,1288610.0,1289080.0,1.0
NZ_CP110389.1_1247,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,WP_265081824.1,1289089.0,1289289.0,1.0
NZ_CP110389.1_1248,RS_GCF_026015985.1,NZ_CP110389.1,1,nif,WP_265081825.1,1289305.0,1289625.0,1.0
NZ_CP110389.1_1260,RS_GCF_026015985.1,NZ_CP110389.1,2,nif,NFS1,1295840.0,1297045.0,1.0
NZ_CP110389.1_1263,RS_GCF_026015985.1,NZ_CP110389.1,2,nif,nifB,1298439.0,1300001.0,1.0
NZ_CP110389.1_1258,RS_GCF_026015985.1,NZ_CP110389.1,2,nif,iscA,1295168.0,1295488.0,1.0
