,genome,contig,query_id,gene,start,end,orientation
8,GB_GCA_001801105.1,MGWS01000033.1,MGWS01000033.1_130,nifD,118119.0,119558.0,-1.0
0,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_10,pmmS,9900.0,11063.0,-1.0
1,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_8,vnfH,8654.0,9523.0,-1.0
2,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_13,mtmMII,12428.0,13435.0,-1.0
3,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_14,nrfA,13758.0,15209.0,-1.0
4,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_6,nifK,5305.0,6768.0,-1.0
5,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_5,nifE,2384.0,5140.0,-1.0
6,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_4,nifX,1972.0,2361.0,-1.0
7,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_15,hr,15782.0,17338.0,1.0
8,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_1,draT,280.0,1071.0,-1.0
9,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_16,ppx-gppA,17460.0,18362.0,-1.0
10,RS_GCF_014193675.1,NZ_BLXZ01000001.1,NZ_BLXZ01000001.1_7,nifD,7047.0,8486.0,-1.0
0,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_10,ccmH,8150.0,8641.0,1.0
1,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_14,vnfH,12951.0,13835.0,1.0
2,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_16,nifK,15525.0,17096.0,1.0
3,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_9,dsbE,7608.0,8147.0,1.0
4,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_13,draT,11788.0,12657.0,-1.0
5,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_7,ccmE,5144.0,5608.0,1.0
6,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_15,nifD,13973.0,15460.0,1.0
7,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_8,ccmF,5605.0,7593.0,1.0
8,GB_GCA_003562815.1,PWTO01000197.1,PWTO01000197.1_17,nifT,17108.0,17326.0,1.0
0,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_25,mraY,27358.0,28440.0,-1.0
1,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_28,rsmH,32172.0,33101.0,-1.0
2,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_22,vnfH,23294.0,24169.0,-1.0
3,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_26,K07126,29387.0,30949.0,1.0
4,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_24,OGT,25485.0,27356.0,-1.0
5,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_27,ncmP,31082.0,31879.0,-1.0
6,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_20,nifK,19985.0,21556.0,-1.0
7,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_17,nifX,18441.0,19151.0,-1.0
8,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_12,napH,15004.0,15864.0,1.0
9,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_30,ndhR,34597.0,35502.0,1.0
10,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_21,nifD,21703.0,23181.0,-1.0
11,GB_GCA_016744475.1,JADGEH010000034.1,JADGEH010000034.1_14,napC,16529.0,17134.0,1.0
0,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_117,pmmS,137084.0,137899.0,1.0
1,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_116,pmmS,136095.0,137087.0,1.0
2,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_120,ABC.MR,139536.0,140603.0,1.0
3,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_102,nosF,120714.0,121466.0,-1.0
4,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_119,modB,138834.0,139514.0,1.0
5,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_108,cfbC,126663.0,127484.0,1.0
6,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_112,nifE,130060.0,131424.0,1.0
7,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_113,nifE,131655.0,133013.0,1.0
8,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_111,nifD,128359.0,129948.0,1.0
9,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_114,nifB,133018.0,135684.0,1.0
10,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_115,hylB,135756.0,136064.0,1.0
11,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_103,modB,121521.0,122438.0,-1.0
12,GB_GCA_023460535.1,JAEWPV010000007.1,JAEWPV010000007.1_104,modB,122435.0,123304.0,-1.0
0,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1274,malL,1399931.0,1401622.0,-1.0
1,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1277,pmmS,1403254.0,1404402.0,-1.0
2,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1285,vnfH,1411987.0,1412853.0,-1.0
3,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1283,nifK,1408949.0,1410508.0,-1.0
4,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1290,ABC.SN.A,1419113.0,1419889.0,-1.0
5,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1289,ABC.SN.P,1418367.0,1419116.0,-1.0
6,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1280,nifX,1405741.0,1406151.0,-1.0
7,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1282,nifE,1407444.0,1408808.0,-1.0
8,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1284,nifD,1410505.0,1411962.0,-1.0
9,RS_GCF_023520895.1,NZ_CP026029.1,NZ_CP026029.1_1286,nifB,1412860.0,1414236.0,-1.0
0,GB_GCA_024280265.1,JAJRQL010000136.1,JAJRQL010000136.1_12,nifH,7594.0,8442.0,-1.0
1,GB_GCA_024280265.1,JAJRQL010000136.1,JAJRQL010000136.1_5,sat3,1652.0,2053.0,-1.0
2,GB_GCA_024280265.1,JAJRQL010000136.1,JAJRQL010000136.1_7,nifB,2499.0,3593.0,-1.0
3,GB_GCA_024280265.1,JAJRQL010000136.1,JAJRQL010000136.1_8,nifK,3606.0,4979.0,-1.0
4,GB_GCA_024280265.1,JAJRQL010000136.1,JAJRQL010000136.1_9,nifD,5065.0,6708.0,-1.0
5,GB_GCA_024280265.1,JAJRQL010000136.1,JAJRQL010000136.1_11,nifI1,7137.0,7493.0,-1.0
0,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_182,soj,217269.0,218150.0,-1.0
1,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_180,vnfE,214054.0,215613.0,-1.0
2,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_177,nifE,211468.0,212976.0,-1.0
3,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_189,fdx,221420.0,221716.0,-1.0
4,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_185,K06867,219732.0,220355.0,1.0
5,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_172,oorD,208605.0,208907.0,-1.0
6,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_176,nifN,210043.0,211446.0,-1.0
7,RS_GCF_000685035.1,NZ_BAYB01000013.1,NZ_BAYB01000013.1_181,nifD,215700.0,217163.0,-1.0
0,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_6,pmi,4795.0,5931.0,-1.0
1,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_15,vnfH,14318.0,15142.0,-1.0
2,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_7,K26646,5965.0,6270.0,-1.0
3,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_20,K14732,17644.0,17853.0,-1.0
4,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_16,sat3,15497.0,15967.0,-1.0
5,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_11,nifD,10527.0,11909.0,-1.0
6,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_13,nifI2,13572.0,13949.0,-1.0
7,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_9,nifK,7644.0,8984.0,-1.0
8,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_14,nifI1,13970.0,14296.0,-1.0
9,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_10,nifE,9208.0,10494.0,-1.0
10,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_12,nifD,11929.0,13560.0,-1.0
11,GB_GCA_013152355.1,JAADGO010000050.1,JAADGO010000050.1_8,nifB,6533.0,7597.0,-1.0
0,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_454,pmmS,563194.0,564006.0,1.0
1,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_453,frbC,562236.0,563219.0,1.0
2,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_444,ABC.MR,551450.0,552487.0,1.0
3,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_443,modB,550752.0,551453.0,1.0
4,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_445,cfbC,552805.0,553623.0,1.0
5,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_449,nifK,556014.0,557378.0,1.0
6,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_451,nifB,558886.0,561579.0,1.0
7,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_448,nifD,554404.0,556014.0,1.0
8,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_450,nifE,557504.0,558883.0,1.0
9,RS_GCF_000178835.2,NC_015275.1,NC_015275.1_458,livH,567909.0,568808.0,1.0
0,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1622,pmmS,1750716.0,1751858.0,1.0
1,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1614,fcl,1741121.0,1742032.0,-1.0
2,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1625,cysNC,1754493.0,1756403.0,1.0
3,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1610,MTIF2,1736750.0,1738831.0,1.0
4,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1611,rbfA,1738870.0,1739220.0,1.0
5,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1621,nifH,1749441.0,1750334.0,-1.0
6,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1619,nifK,1746227.0,1747822.0,-1.0
7,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1617,nifN,1743412.0,1744749.0,-1.0
8,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1613,ABC-2.P,1740195.0,1741130.0,1.0
9,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1616,nifX,1743054.0,1743452.0,-1.0
10,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1609,nusA,1735460.0,1736716.0,1.0
11,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1624,cysD,1753647.0,1754450.0,1.0
12,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1612,oppB,1739314.0,1740231.0,1.0
13,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1620,nifD,1747847.0,1749322.0,-1.0
14,RS_GCF_000019665.1,NC_010794.1,NC_010794.1_1618,nifE,1744808.0,1746187.0,-1.0
0,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_177,K11325,191397.0,192560.0,-1.0
1,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_181,LAP,194353.0,194658.0,-1.0
2,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_194,nifB,205333.0,206799.0,-1.0
3,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_195,nifA,206944.0,208707.0,-1.0
4,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_188,vnfH,201824.0,202699.0,-1.0
5,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_186,nifE,198655.0,200175.0,-1.0
6,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_184,nifE,195586.0,196953.0,-1.0
7,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_183,nifX,195138.0,195572.0,-1.0
8,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_187,nifD,200275.0,201756.0,-1.0
9,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_185,nifE,196953.0,198416.0,-1.0
10,RS_GCF_900207575.1,NZ_OAOQ01000003.1,NZ_OAOQ01000003.1_191,nifZ,204083.0,204364.0,-1.0
0,GB_GCA_021838715.1,JAKCCX010000003.1,JAKCCX010000003.1_37,rfbE,35139.0,36302.0,-1.0
1,GB_GCA_021838715.1,JAKCCX010000003.1,JAKCCX010000003.1_21,fixC,21762.0,23060.0,1.0
2,GB_GCA_021838715.1,JAKCCX010000003.1,JAKCCX010000003.1_30,nifK,28357.0,29916.0,-1.0
3,GB_GCA_021838715.1,JAKCCX010000003.1,JAKCCX010000003.1_28,nifN,25405.0,26766.0,-1.0
4,GB_GCA_021838715.1,JAKCCX010000003.1,JAKCCX010000003.1_31,nifD,29983.0,31434.0,-1.0
5,GB_GCA_021838715.1,JAKCCX010000003.1,JAKCCX010000003.1_29,nifE,26778.0,28292.0,-1.0
6,GB_GCA_021838715.1,JAKCCX010000003.1,JAKCCX010000003.1_32,bchX,31559.0,32446.0,-1.0
0,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_416,cetM,487401.0,488549.0,-1.0
1,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_411,cfbC,483826.0,484710.0,-1.0
2,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_399,NFS1,472643.0,473845.0,-1.0
3,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_400,K13819,473856.0,474878.0,-1.0
4,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_409,nifK,480654.0,482213.0,-1.0
5,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_407,nifN,477604.0,478974.0,-1.0
6,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_410,nifD,482283.0,483749.0,-1.0
7,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_408,nifE,478986.0,480425.0,-1.0
8,RS_GCF_901905185.1,NZ_CABFMQ020000001.1,NZ_CABFMQ020000001.1_412,phoP,485123.0,485557.0,1.0
0,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_25,hmgL,21566.0,22696.0,1.0
1,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_9,bipA,6339.0,8138.0,1.0
2,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_26,hyfR,22932.0,23141.0,1.0
3,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_13,vnfH,10402.0,11244.0,1.0
4,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_20,glnK,18074.0,18490.0,1.0
5,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_15,nifK,12735.0,14249.0,1.0
6,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_16,nifE,14375.0,17014.0,1.0
7,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_18,nifX,17135.0,17530.0,1.0
8,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_6,yceF,5012.0,5602.0,1.0
9,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_11,xseB,8576.0,8803.0,-1.0
10,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_14,nifD,11311.0,12738.0,1.0
11,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_19,glnK,17686.0,18003.0,1.0
12,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_12,xseA,8829.0,10133.0,-1.0
13,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_7,cspA,5774.0,5977.0,1.0
14,GB_GCA_016222905.1,JACRPZ010000054.1,JACRPZ010000054.1_23,nifB,19850.0,20740.0,1.0
0,RS_GCF_004745945.1,NZ_SRLE01000004.1,NZ_SRLE01000004.1_34,nifK,29349.0,30929.0,1.0
1,RS_GCF_004745945.1,NZ_SRLE01000004.1,NZ_SRLE01000004.1_32,vnfH,26769.0,27650.0,1.0
2,RS_GCF_004745945.1,NZ_SRLE01000004.1,NZ_SRLE01000004.1_36,nifX,31238.0,31939.0,1.0
3,RS_GCF_004745945.1,NZ_SRLE01000004.1,NZ_SRLE01000004.1_33,nifD,27762.0,29249.0,1.0
4,RS_GCF_004745945.1,NZ_SRLE01000004.1,NZ_SRLE01000004.1_44,eutB,35508.0,36902.0,1.0
0,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_32,cntB,30344.0,30661.0,1.0
1,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_21,nifH,18339.0,19223.0,1.0
2,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_19,NFS1,15462.0,16664.0,1.0
3,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_17,qdtC,10799.0,11644.0,-1.0
4,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_20,K13819,17090.0,17965.0,1.0
5,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_30,moeB,28700.0,29461.0,1.0
6,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_23,nifK,21150.0,22688.0,1.0
7,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_26,nifN,25212.0,26483.0,1.0
8,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_24,nifE,23720.0,24835.0,1.0
9,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_22,nifD,19415.0,20872.0,1.0
10,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_25,nifE,24862.0,25158.0,1.0
11,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_14,nifZ,8912.0,9178.0,-1.0
12,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_33,modA,31290.0,32072.0,1.0
13,RS_GCF_014132355.1,NZ_BLZO01000144.1,NZ_BLZO01000144.1_18,nifB,13459.0,14931.0,1.0
0,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_10,mmgB,9332.0,10276.0,1.0
1,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_12,fhlA,11726.0,13207.0,-1.0
2,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_8,nifH,7246.0,8070.0,-1.0
3,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_4,nifK,3253.0,4641.0,-1.0
4,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_2,nifK,269.0,1699.0,-1.0
5,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_9,kce,8493.0,9335.0,1.0
6,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_5,nifD,4645.0,6330.0,-1.0
7,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_3,nifE,1696.0,3093.0,-1.0
8,GB_GCA_003245635.1,QKCO01000110.1,QKCO01000110.1_11,atoE,10292.0,11659.0,1.0
0,GB_GCA_017880985.1,JADGRK010000094.1,JADGRK010000094.1_3,nifH,2180.0,3079.0,-1.0
1,GB_GCA_017880985.1,JADGRK010000094.1,JADGRK010000094.1_1,vnfE,2.0,607.0,-1.0
2,GB_GCA_017880985.1,JADGRK010000094.1,JADGRK010000094.1_6,draT,4655.0,5503.0,1.0
3,GB_GCA_017880985.1,JADGRK010000094.1,JADGRK010000094.1_2,nifD,635.0,2092.0,-1.0
4,GB_GCA_017880985.1,JADGRK010000094.1,JADGRK010000094.1_4,glbN,3640.0,3921.0,1.0
5,GB_GCA_017880985.1,JADGRK010000094.1,JADGRK010000094.1_7,draG,5496.0,6410.0,1.0
0,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_38,ABC.MR,48734.0,49810.0,1.0
1,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_37,phnU,48042.0,48728.0,1.0
2,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_44,vnfH,54828.0,55709.0,1.0
3,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_46,nifK,57437.0,59008.0,1.0
4,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_49,nifX,59537.0,60247.0,1.0
5,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_45,nifD,55857.0,57338.0,1.0
6,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_36,modA,47258.0,48028.0,1.0
7,RS_GCF_030680395.1,NZ_JAUXVR010000011.1,NZ_JAUXVR010000011.1_41,hdrD,51405.0,52715.0,-1.0
0,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_20,nifV,16796.0,18043.0,1.0
1,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_11,prx,9085.0,9567.0,1.0
2,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_16,vnfH,12319.0,13137.0,1.0
3,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_19,nifK,15414.0,16751.0,1.0
4,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_18,nifD,14035.0,15411.0,1.0
5,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_10,dbfB,8152.0,8523.0,-1.0
6,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_8,E3.2.1.1A,6744.0,7112.0,1.0
7,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_12,E1.6.5.7,9610.0,10206.0,-1.0
8,GB_GCA_003164295.1,PLTA01000007.1,PLTA01000007.1_17,nifB,13146.0,14024.0,1.0
0,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_488,fdtB,539276.0,540454.0,-1.0
1,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_481,cfbC,535139.0,536017.0,-1.0
2,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_485,GLRX5,538340.0,538654.0,-1.0
3,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_487,tsaB,538948.0,539247.0,-1.0
4,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_470,auaF,526052.0,526480.0,-1.0
5,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_479,nifK,531882.0,533441.0,-1.0
6,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_477,nifN,528994.0,530379.0,-1.0
7,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_480,nifD,533484.0,534986.0,-1.0
8,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_478,nifE,530382.0,531800.0,-1.0
9,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_483,yqjH,536970.0,537731.0,-1.0
10,RS_GCF_020524485.1,NZ_JAIVLF010000003.1,NZ_JAIVLF010000003.1_482,phoP,536389.0,536820.0,1.0
0,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_116,hmgL,123765.0,124889.0,1.0
1,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_106,nifA,112808.0,114358.0,1.0
2,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_117,sat3,124905.0,125372.0,1.0
3,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_107,cfbC,114759.0,115583.0,1.0
4,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_120,flgS,126725.0,128356.0,1.0
5,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_111,nifK,118040.0,119416.0,1.0
6,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_113,nifD,120801.0,122156.0,1.0
7,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_110,nifD,116383.0,118059.0,1.0
8,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_112,nifE,119446.0,120801.0,1.0
9,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_109,glnB,115936.0,116316.0,1.0
10,GB_GCA_023436205.1,JAEZKC010000002.1,JAEZKC010000002.1_114,nifB,122177.0,123427.0,1.0
0,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1018,pmmS,1190653.0,1191726.0,1.0
1,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1021,ABC.MR,1193267.0,1193947.0,1.0
2,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1020,cysU,1192596.0,1193264.0,1.0
3,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1023,hflB,1195525.0,1197351.0,1.0
4,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1009,soj,1180282.0,1181100.0,1.0
5,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1017,CNX2,1189701.0,1190606.0,1.0
6,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1014,chlB,1185529.0,1186896.0,1.0
7,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1016,chlB,1188332.0,1189687.0,1.0
8,RS_GCF_002896855.1,NZ_CP021850.1,NZ_CP021850.1_1015,chlB,1186972.0,1188339.0,1.0
